"EnsemblID","GENE","EVENT","COORD","LENGTH","PSI.RPE1","cRPKM.RPE1","ess.RPE1.log2FC","protImpact","selection","cyclic","type.RPE1","n.exonDel","sig.exonDel","n.singleCtrl","sig.singleCtrl","n.exonic","sig.exonic","n.Cas9","n.Cpf1","sig.Cas9.single","sig.Cpf1.single","exonDel.clean","sig.exonDel.clean","frac.singleCtrl","frac.all","frac.clean","hit"
"ENSG00000111790","FGFR1OP2","HsaEX0025676","chr12:27113448-27113561",114,81.4,9.16,-1.18920142582885,"Alternative protein isoforms (Ref)","framePres/AS",TRUE,"framePres",16,1,24,0,5,1,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000109171","SLAIN2","HsaEX0058524","chr4:48396593-48396670",78,29.77,13.61,-0.214801210867144,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,3,0,4,8,1,0,12,0,0.0417,0,0,FALSE
"ENSG00000144824","PHLDB2","HsaEX0047185","chr3:111651116-111651244",129,61.62,18.7,-1.30114940217453,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,0,3,1,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000181472","ZBTB2","HsaEX0072098","chr6:151694600-151694784",185,NA,11.31,-2.03260323218743,"Alternative protein isoforms (Ref, Alt. ATG)","framePres/AS",NA,"framePres",16,0,24,3,5,1,4,8,1,2,10,0,0.125,0,0,FALSE
"ENSG00000133193","FAM104A","HsaEX0023735","chr17:71208817-71208879",63,6.11,15.09,-1.72748484244951,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,1,3,2,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000121851","POLR3GL","HsaEX0049128","chr1:145457935-145458003",69,92.73,13.72,-0.560658315648829,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,5,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000184922","FMNL1","HsaEX0026028","chr17:43312199-43312216",18,NA,6.93,-1.27391623743791,"Alternative protein isoforms (No Ref)","framePres/AS",TRUE,"framePres",16,0,24,1,3,1,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000222011","FAM185A","HsaEX0024259","chr7:102412856-102412897",42,NA,3.07,0.384415553166797,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",12,0,14,1,3,0,3,4,0,1,9,0,0.0714,0,0,FALSE
"ENSG00000152939","MARVELD2","HsaEX0037954","chr5:68720428-68720463",36,NA,1.96,0.350096523550937,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,2,5,0,4,8,0,2,12,0,0.0833,0,0,FALSE
"ENSG00000148660","CAMK2G","HsaEX0012233","chr10:75579290-75579375",86,17.54,21.39,-2.09849081809449,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,1,24,0,3,1,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000148660","CAMK2G","HsaEX0012231","chr10:75585037-75585105",69,92.67,21.39,-2.09849081809449,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,2,24,2,2,0,4,8,1,1,10,0,0.0833,0.125,0,FALSE
"ENSG00000148358","GPR107","HsaEX0028231","chr9:132872649-132872705",57,29.23,17.61,-1.66870186327138,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,0,4,1,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000140367","UBE2Q2","HsaEX0068786","chr15:76152219-76152323",105,77.35,23.6,0.749206225466832,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,3,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000108395","TRIM37","HsaEX0067121","chr17:57078959-57079075",117,88.03,14.19,-3.17051812211488,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/essential",16,2,24,3,5,3,4,8,1,2,10,1,0.125,0.125,0.1,FALSE
"ENSG00000136731","UGGT1","HsaEX0069151","chr2:128913966-128913989",24,100,24.65,-0.719516933997085,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000065600","TMEM206","HsaEX0065696","chr1:212587240-212587422",183,NA,5.47,-1.92752271161586,"Alternative protein isoforms (No Ref)","other",NA,"framePres",16,0,24,2,5,1,4,8,0,2,12,0,0.0833,0,0,FALSE
"ENSG00000136811","ODF2","HsaEX0044599","chr9:131231462-131231632",171,95.72,24.79,-0.799476212574264,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,2,24,1,5,1,4,8,1,0,12,2,0.0417,0.125,0.1667,FALSE
"ENSG00000183077","AFMID","HsaEX0002997","chr17:76202027-76202131",105,NA,4.51,-0.116460448236556,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",8,1,16,1,5,0,3,5,0,1,7,1,0.0625,0.125,0.1429,FALSE
"ENSG00000137216","TMEM63B","HsaEX0065925","chr6:44103065-44103103",39,100,17.24,-1.73407313234861,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres",4,0,10,0,3,2,4,1,0,0,4,0,0,0,0,FALSE
"ENSG00000160299","PCNT","HsaEX0045962","chr21:47864607-47864734",128,88.37,12.64,-1.46153834129062,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"framePres",16,2,24,1,5,0,4,8,1,0,12,0,0.0417,0.125,0,FALSE
"ENSG00000164077","MON1A","HsaEX0039771","chr3:49948959-49949444",486,NA,4.22,-0.903481313477025,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,1,5,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000029153","ARNTL2","HsaEX0006022","chr12:27523062-27523163",102,13.64,20.51,-0.033948290500501,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,1,3,0,4,8,1,0,12,0,0.0417,0,0,FALSE
"ENSG00000029153","ARNTL2","HsaEX0006024","chr12:27540161-27540222",62,91.11,20.51,-0.033948290500501,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,0,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000165233","C9orf89","HsaEX0011747","chr9:95874161-95874220",60,92.98,19.97,-1.56714865720299,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,1,24,1,5,1,4,8,0,1,14,1,0.0417,0.0625,0.0714,FALSE
"ENSG00000099968","BCL2L13","HsaEX0007901","chr22:18185009-18185144",136,96.36,23.81,-1.02806085052883,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,1,24,1,5,0,4,8,0,1,14,0,0.0417,0.0625,0,FALSE
"ENSG00000138709","LARP1B","HsaEX0035362","chr4:129098027-129098062",36,NA,4.13,-0.445303165687599,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,3,24,3,3,0,4,8,1,1,11,1,0.125,0.1875,0.0909,TRUE
"ENSG00000167840","ZNF232","HsaEX0073215","chr17:5012221-5012347",127,NA,1.76,-1.31042720184381,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",TRUE,"lowExpressed/lowPSI",16,1,24,2,4,0,4,8,1,0,12,0,0.0833,0.0625,0,FALSE
"ENSG00000168214","RBPJ","HsaEX0052808","chr4:26364068-26364250",183,NA,15.97,-0.879636380721766,"Alternative protein isoforms (No Ref, Alt. ATG)","framePres/AS",TRUE,"framePres/nonessential",16,0,24,1,3,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000077254","USP33","HsaEX0069762","chr1:78211106-78211284",179,26.17,17.84,-0.887603176737213,"Alternative protein isoforms (No Ref, Alt. ATG)","framePres/AS",TRUE,"framePres/nonessential",16,1,24,0,3,1,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000198863","RUNDC1","HsaEX0055952","chr17:41137668-41137673",6,NA,7.34,-0.453331341778419,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,3,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000118495","PLAGL1","HsaEX0048012","chr6:144269122-144269597",476,68.18,7.39,-0.384497620056152,"Alternative protein isoforms (Ref, Alt. ATG)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000173041","ZNF680","HsaEX0074174","chr7:64004085-64004180",96,NA,2.8,0.333681062158043,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,1,3,0,4,8,1,0,12,0,0.0417,0,0,FALSE
"ENSG00000153898","MCOLN2","HsaEX0038294","chr1:85405236-85405385",150,NA,0.04,-1.34640954802638,"Alternative protein isoforms (Ref)","framePres/AS",NA,"notExpressed",16,4,24,1,5,0,4,8,1,0,12,3,0.0417,0.25,0.25,TRUE
"ENSG00000070882","OSBPL3","HsaEX0044914","chr7:24888688-24888795",108,90.91,7.72,-0.43862867044497,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000070882","OSBPL3","HsaEX0044911","chr7:24902819-24902911",93,NA,7.72,-0.43862867044497,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,24,0,2,0,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000137693","YAP1","HsaEX0071941","chr11:102080248-102080295",48,27.89,48.55,-2.8733305183314,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,1,24,2,3,3,4,8,1,1,10,1,0.0833,0.0625,0.1,FALSE
"ENSG00000197020","ZNF100","HsaEX0072994","chr19:21926819-21926917",99,NA,1.71,-0.643152723866881,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",12,0,14,0,2,0,4,3,0,0,12,0,0,0,0,FALSE
"ENSG00000164087","POC1A","HsaEX0048784","chr3:52130585-52130724",140,65.22,30.4,-2.07968585462081,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,1,24,2,4,2,4,8,0,2,12,1,0.0833,0.0625,0.0833,FALSE
"ENSG00000164087","POC1A","HsaEX0048783","chr3:52156395-52156493",99,98.21,30.4,-2.07968585462081,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,1,1,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000168300","PCMTD1","HsaEX0045930","chr8:52773421-52773806",386,NA,4.28,-0.288855001548407,"Alternative protein isoforms (Ref, Alt. ATG)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,2,5,0,4,8,0,1,14,0,0.0833,0,0,FALSE
"ENSG00000163006","CCDC138","HsaEX0013034","chr2:109489907-109490045",139,NA,4.01,0.114510799573464,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000163006","CCDC138","HsaEX0013031","chr2:109455641-109455757",117,NA,4.01,0.114510799573464,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,2,24,0,2,0,4,8,0,0,16,2,0,0.125,0.125,FALSE
"ENSG00000163006","CCDC138","HsaEX0013033","chr2:109473250-109473426",177,NA,4.01,0.114510799573464,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,1,24,1,2,0,4,8,1,0,12,0,0.0417,0.0625,0,FALSE
"ENSG00000141068","KSR1","HsaEX0035062","chr17:25928386-25928427",42,NA,3.7,0.718836476813323,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,1,24,0,3,0,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000138399","FASTKD1","HsaEX0024948","chr2:170425694-170425762",69,NA,4.26,-1.28504993396523,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,0,3,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000138399","FASTKD1","HsaEX0024946","chr2:170394523-170394632",110,NA,4.26,-1.28504993396523,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",4,0,10,0,1,0,1,4,0,0,4,0,0,0,0,FALSE
"ENSG00000163681","SLMAP","HsaEX0060182","chr3:57850969-57851019",51,NA,11.95,-2.42778590133443,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres",16,3,24,3,3,2,4,8,1,2,10,1,0.125,0.1875,0.1,TRUE
"ENSG00000163681","SLMAP","HsaEX0060183","chr3:57857363-57857425",63,NA,11.95,-2.42778590133443,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,0,0,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000163681","SLMAP","HsaEX0060187","chr3:57911572-57911661",90,87.64,11.95,-2.42778590133443,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"framePres",16,1,24,1,0,0,4,8,0,1,14,1,0.0417,0.0625,0.0714,FALSE
"ENSG00000163681","SLMAP","HsaEX0060188","chr3:57893611-57893733",123,100,11.95,-2.42778590133443,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,1,2,0,4,8,1,0,12,0,0.0417,0,0,FALSE
"ENSG00000135317","SNX14","HsaEX0060805","chr6:86248556-86248582",27,79.32,21.62,-0.548604505643813,"Alternative protein isoforms (Ref)","framePres/AS",TRUE,"framePres/nonessential",16,0,24,1,3,0,4,8,1,0,12,0,0.0417,0,0,FALSE
"ENSG00000138674","SEC31A","HsaEX0056948","chr4:83783687-83783725",39,NA,55.16,0.214317340388191,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,16,0,5,0,4,4,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000138674","SEC31A","HsaEX0056953","chr4:83763338-83763634",297,53.05,55.16,0.214317340388191,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,24,1,2,1,4,8,1,0,12,0,0.0417,0.0625,0,FALSE
"ENSG00000136861","CDK5RAP2","HsaEX0014321","chr9:123169290-123169526",237,68.4,23.12,-1.60742077231718,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,1,5,1,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000136861","CDK5RAP2","HsaEX0014331","chr9:123222850-123222945",96,100,23.12,-1.60742077231718,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,1,24,0,2,0,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000164221","CCDC112","HsaEX0012915","chr5:114605400-114605495",96,NA,4.64,0.707900332281925,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,1,24,1,3,0,4,8,0,1,14,1,0.0417,0.0625,0.0714,FALSE
"ENSG00000141258","SGSM2","HsaEX0057884","chr17:2270565-2270699",135,NA,12.34,0.917801586559368,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,3,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000079387","SENP1","HsaEX0057181","chr12:48460710-48460748",39,87.38,8.53,-0.695914578894813,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,4,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000187118","CMC1","HsaEX0015861","chr3:28304782-28304871",90,78.97,4.09,-0.662079549756654,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,0,2,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000112851","ERBB2IP","HsaEX0022948","chr5:65370930-65371058",129,61.76,27.93,-0.320883817720481,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,2,5,1,4,8,0,2,14,0,0.0833,0,0,FALSE
"ENSG00000157077","ZFYVE9","HsaEX0072794","chr1:52732327-52732503",177,92.86,6.52,-0.5157725096625,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,24,1,5,0,4,8,0,1,14,1,0.0417,0.0625,0.0714,FALSE
"ENSG00000135473","PAN2","HsaEX0045339","chr12:56712021-56712218",198,NA,4.37,-0.450581915871945,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",12,0,14,0,5,0,3,4,0,0,12,0,0,0,0,FALSE
"ENSG00000156017","C9orf41","HsaEX0011673","chr9:77614646-77614786",141,NA,5.75,-1.18295085637905,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,1,5,1,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000145734","BDP1","HsaEX0007978","chr5:70858602-70858722",121,NA,7.08,-1.37496891370502,"3' UTR","framePres/AS",NA,"framePres",16,0,24,1,3,1,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000073417","PDE8A","HsaEX0046292","chr15:85634275-85634412",138,NA,8.9,-1.11920955990584,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,0,24,1,5,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000183963","SMTN","HsaEX0060534","chr22:31496893-31496939",47,97.28,87.03,-1.02315004441438,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"framePres",16,1,24,2,5,1,4,8,2,0,8,0,0.0833,0.0625,0,FALSE
"ENSG00000100263","RHBDD3","HsaEX0053439","chr22:29659824-29660207",384,NA,8.37,-0.596862553879374,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000116191","RALGPS2","HsaEX0052103","chr1:178861365-178861442",78,NA,7.51,-0.324142059191393,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,2,5,0,4,8,2,0,8,0,0.0833,0,0,FALSE
"ENSG00000186470","BTN3A2","HsaEX0008694","chr6:26373125-26373265",141,NA,3.28,0.439079929113439,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"lowExpressed/lowPSI",8,0,12,0,2,0,4,2,0,0,8,0,0,0,0,FALSE
"ENSG00000112282","MED23","HsaEX0038638","chr6:131936464-131936481",18,NA,8.41,-1.14951668250747,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres",16,0,24,2,5,1,4,8,1,1,10,0,0.0833,0,0,FALSE
"ENSG00000109184","DCUN1D4","HsaEX0018797","chr4:52777236-52777340",105,62.5,12.16,-0.0792687825770506,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,24,1,4,0,4,8,1,0,12,1,0.0417,0.0625,0.0833,FALSE
"ENSG00000086015","MAST2","HsaEX0037980","chr1:46466631-46466651",21,NA,20.41,-1.32370270591902,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres",16,2,24,2,3,0,4,8,0,2,12,2,0.0833,0.125,0.1667,FALSE
"ENSG00000138668","HNRNPD","HsaEX0030287","chr4:83292681-83292737",57,87.23,110.28,-2.72831585725177,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,1,24,3,4,2,4,8,2,1,7,1,0.125,0.0625,0.1429,FALSE
"ENSG00000147133","TAF1","HsaEX0063414","chrX:70679000-70679101",102,NA,8.88,-0.478411042021414,"Alternative protein isoforms (No Ref)","framePres/AS",TRUE,"framePres/nonessential",16,1,24,0,3,0,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000138617","PARP16","HsaEX0045596","chr15:65563330-65563410",81,NA,2.76,-0.0330331242668303,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,2,24,2,5,0,4,8,1,1,11,0,0.0833,0.125,0,FALSE
"ENSG00000184164","CRELD2","HsaEX0017218","chr22:50316882-50316965",84,100,22.44,-1.81171690279409,"Alternative protein isoforms (Ref)","other",NA,"framePres",16,1,24,2,5,1,4,8,1,1,14,1,0.0833,0.0625,0.0714,FALSE
"ENSG00000101558","VAPA","HsaEX0070206","chr18:9944921-9945055",135,5,71.55,-0.931950779319849,"Alternative protein isoforms (Ref)","other",NA,"framePres/nonessential",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000115904","SOS1","HsaEX0061044","chr2:39216411-39216455",45,100,7.19,-0.870149400086356,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,3,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000138621","PPCDC","HsaEX0049314","chr15:75320588-75320794",207,NA,3.45,0.423855056275393,"Alternative protein isoforms (Ref, Alt. ATG)","framePres/AS",NA,"lowExpressed/lowPSI",16,2,24,1,5,0,4,8,0,1,14,1,0.0417,0.125,0.0714,FALSE
"ENSG00000138621","PPCDC","HsaEX0049316","chr15:75336727-75336855",129,NA,3.45,0.423855056275393,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,1,0,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000127952","STYXL1","HsaEX0062812","chr7:75630208-75630272",65,77.62,13.23,-0.688170613206522,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"framePres/nonessential",16,1,24,1,5,0,4,8,1,0,12,1,0.0417,0.0625,0.0833,FALSE
"ENSG00000173905","GOLIM4","HsaEX0028003","chr3:167758574-167758657",84,95.08,25.14,-0.301926294481129,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,4,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000132356","PRKAA1","HsaEX0050073","chr5:40775030-40775074",45,6.25,26.41,-0.0212389643832207,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,3,24,0,3,0,4,8,0,0,16,3,0,0.1875,0.1875,TRUE
"ENSG00000036054","TBC1D23","HsaEX0063853","chr3:100030677-100030721",45,90.62,15.78,-0.782598676961405,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,2,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000105072","C19orf44","HsaEX0009976","chr19:16623825-16623920",96,NA,2.46,-0.173566123840362,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,1,24,1,5,0,4,8,0,1,14,1,0.0417,0.0625,0.0714,FALSE
"ENSG00000182872","RBM10","HsaEX0052607","chrX:47030427-47030657",231,72.5,18.72,0.0206583769526227,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000158321","AUTS2","HsaEX0007362","chr7:70240343-70240372",30,NA,2.33,-0.558743441378533,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000158321","AUTS2","HsaEX0007359","chr7:70233010-70233054",45,NA,2.33,-0.558743441378533,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,1,1,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000163913","IFT122","HsaEX0030994","chr3:129210984-129211037",54,NA,8.23,-0.831312774791844,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,4,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000104218","CSPP1","HsaEX0017582","chr8:68105699-68105837",139,NA,4.19,-2.05544697669584,"Alternative protein isoforms (No Ref, Alt. Stop)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,0,4,1,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000104218","CSPP1","HsaEX0017600","chr8:68062018-68062170",153,NA,4.19,-2.05544697669584,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,1,1,0,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000104218","CSPP1","HsaEX0017597","chr8:68004038-68004118",81,NA,4.19,-2.05544697669584,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,0,0,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000117859","OSBPL9","HsaEX0044962","chr1:52221992-52222030",39,62.1,24.45,-1.85542632315204,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,1,24,2,3,1,4,8,0,2,12,1,0.0833,0.0625,0.0833,FALSE
"ENSG00000101391","CDK5RAP1","HsaEX0014307","chr20:31984567-31984658",92,NA,11.28,-1.43270206720972,"Alternative protein isoforms (Ref, Alt. ATG)","other",NA,"framePres",16,1,24,0,5,0,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000094914","AAAS","HsaEX0000112","chr12:53708535-53708633",99,82.18,25.08,-0.863497110962909,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",8,0,12,0,5,0,4,2,0,0,8,0,0,0,0,FALSE
"ENSG00000142949","PTPRF","HsaEX0051137","chr1:44063419-44063724",306,100,45.8,-0.831942490419287,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,0,5,0,4,8,0,0,16,0,0,0,0,FALSE
"ENSG00000100154","TTC28","HsaEX0067897","chr22:28386777-28386800",24,NA,2.97,-0.794507377412505,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,0,24,1,3,1,4,8,1,0,12,0,0.0417,0,0,FALSE
"ENSG00000131626","PPFIA1","HsaEX0049334","chr11:70196029-70196145",117,15.22,17.67,-1.87580559434254,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"framePres",16,0,24,1,3,1,4,8,0,1,14,0,0.0417,0,0,FALSE
"ENSG00000187239","FNBP1","HsaEX0026116","chr9:132686123-132686218",96,NA,7.08,-0.03155516839538,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,1,24,2,4,0,4,8,0,2,12,0,0.0833,0.0625,0,FALSE
"ENSG00000151572","ANO4","HsaEX0004649","chr12:101316004-101316108",105,NA,0,-1.59027359935528,"Alternative protein isoforms (No Ref)","framePres/AS",NA,"notExpressed",16,1,24,0,3,1,4,8,0,0,16,1,0,0.0625,0.0625,FALSE
"ENSG00000151572","ANO4","HsaEX0004653","chr12:101368623-101368667",45,NA,0,-1.59027359935528,"Alternative protein isoforms (Ref)","framePres/AS",NA,"notExpressed",16,0,24,1,2,0,4,8,1,0,12,0,0.0417,0,0,FALSE
"ENSG00000075826","SEC31B","HsaEX0056965","chr10:102249765-102250079",315,NA,3.28,-1.27461553287598,"Alternative protein isoforms (Ref)","framePres/AS",NA,"lowExpressed/lowPSI",16,1,24,2,5,1,4,8,0,2,12,1,0.0833,0.0625,0.0833,FALSE
"ENSG00000166734","CASC4","HsaEX0012510","chr15:44695085-44695252",168,51.61,32.25,-1.26200041887394,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres",16,1,24,1,4,1,4,8,0,1,14,1,0.0417,0.0625,0.0714,FALSE
"ENSG00000029364","SLC39A9","HsaEX0059655","chr14:69908786-69908983",198,100,15.14,-0.107362726015973,"Alternative protein isoforms (Ref)","framePres/AS",NA,"framePres/nonessential",16,0,24,2,5,1,4,8,1,1,11,0,0.0833,0,0,FALSE
